Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,Soilcolor_Brown,Soilcolor_Dark Brown,Soilcolor_Dark brown,Soilcolor_Dark gray,Soilcolor_Dark greyish brown,Soilcolor_Dark red,Soilcolor_Grayish Brown,Soilcolor_Grayish brown,Soilcolor_Grayish brown (GB),Soilcolor_Light red,Soilcolor_Lihgtish brown,Soilcolor_Red,Soilcolor_Red brown,Soilcolor_Reddis brown,Soilcolor_Reddish,Soilcolor_Reddish broown,Soilcolor_Reddish brown,Soilcolor_Reddish gray,Soilcolor_Redish Brown,Soilcolor_Redish brown,Soilcolor_Redishbrown,Soilcolor_Very dark brown,Soilcolor_Yellowish Brown,Soilcolor_Yellowish brown,Soilcolor_black,Soilcolor_black;vertisol,Soilcolor_brown,Soilcolor_dark brown,Soilcolor_dark gray,Soilcolor_dark grayish,Soilcolor_dark grayish brown,Soilcolor_dark reddish brown,Soilcolor_darkbrown,Soilcolor_gray,Soilcolor_grayish brown,Soilcolor_other,Soilcolor_perl brown,Soilcolor_red,Soilcolor_red;luvisols,Soilcolor_reddish brown,Soilcolor_reddish brown;moist,Soilcolor_replacement of inaccessible target red;luvisols,Soilcolor_very dark brown,Soilcolor_very dark gray
0.35952380952380936,0.33548698520501324,0.006906649616368287,0.3303978691154746,0.06334801762114538,0.11636812429731945,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.269047619047619,0.2720329414890084,0.013398976982097188,0.3303978691154746,0.0655726872246696,0.138388970134492,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26428571428571423,0.16625037418197325,0.008755754475703327,0.3303978691154746,0.14341409691629958,0.13953861889988756,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3214285714285716,0.07986655539866383,0.004370843989769822,0.3303978691154746,0.007933502202643173,0.13546412842252972,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2309523809523808,0.13293590635777286,0.05023273657289003,0.3303978691154746,0.058215859030837,0.1057338732174104,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18095238095238098,0.05164096241047306,0.010843989769820973,0.3303978691154746,0.09715859030837005,0.14966567199506325,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3023809523809524,0.1262805204955469,0.002745524296675192,0.3303978691154746,0.029030837004405285,0.09427965206218246,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.1633719402502375,0.03874680306905371,0.3303978691154746,0.03682819383259912,0.11779673195431835,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24761904761904763,0.17322050603840672,0.008161125319693095,0.3303978691154746,0.051387665198237883,0.11005350938738936,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.392857142857143,0.08942588213099402,0.03526470588235295,0.3303978691154746,0.007750947136563878,0.14384980177012097,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
